Handlova;13 845;5 807;41,94;5 806;5 785
Horna Ves;865;440;50,86;440;436
Horne Vestenice;528;305;57,76;305;300
Chrenovec - Brusno;1 155;698;60,43;698;694
Chvojnica;210;77;36,66;77;75
Jalovec;482;277;57,46;277;276
Kamenec pod Vtacnikom;1 505;921;61,19;921;914
Kanianka;3 314;1 993;60,13;1 992;1 976
Klacno;890;440;49,43;440;439
Kocurany;442;224;50,67;224;220
Kostolna Ves;409;224;54,76;224;224
Kos;847;496;58,55;496;493
Lazany;1 407;811;57,64;811;799
Lehota pod Vtacnikom;3 194;1 962;61,42;1 962;1 948
Liestany;984;560;56,91;560;557
Lipnik;449;269;59,91;269;268
Mala Causa;579;326;56,3;326;326
Malinova;787;438;55,65;438;435
Nedozery - Brezany;1 750;1 014;57,94;1 013;1 002
Nevidzany;231;148;64,06;148;148
Nitrianske Pravno;2 648;1 386;52,34;1 386;1 375
Nitrianske Rudno;1 598;926;57,94;924;919
Nitrianske Sucany;987;628;63,62;628;626
Nitrica;992;568;57,25;568;565
Novaky;3 575;1 949;54,51;1 947;1 935
Opatovce nad Nitrou;1 332;767;57,58;756;752
Oslany;1 918;1 023;53,33;1 023;1 006
Podhradie;263;150;57,03;150;150
Poluvsie;461;322;69,84;322;318
Poruba;1 102;669;60,7;667;667
Pravenec;1 110;722;65,04;722;717
Prievidza;39 185;20 032;51,12;20 030;19 884
Radobica;466;276;59,22;276;275
Raztocno;1 040;600;57,69;600;597
Rudnianska Lehota;652;358;54,9;358;356
Sebedrazie;1 438;797;55,42;797;789
Sec;317;173;54,57;173;171
Sutovce;366;197;53,82;197;196
Temes;201;103;51,24;103;103
Tuzina;1 022;527;51,56;527;527
Valaska Bela;1 754;856;48,8;856;848
Velka Causa;400;230;57,5;230;228
Zemianske Kostolany;1 460;790;54,1;790;782
Bohunice;622;342;54,98;342;340
Bolesov;1 229;670;54,51;670;668
Borcice;482;288;59,75;288;287
Cerveny Kamen;571;272;47,63;271;271
Dubnica nad Vahom;19 539;9 996;51,15;9 992;9 963
Dulov;747;443;59,3;442;434
Horna Poruba;884;476;53,84;476;476
Ilava;4 650;2 581;55,5;2 580;2 564
Kamenicany;451;266;58,98;266;265
Koseca;2 213;1 158;52,32;1 158;1 153
Kosecke Podhradie;859;498;57,97;498;496
Krivoklat;208;80;38,46;80;79
